order_item_id,order_id,product_id,quantity,unit_price,total_price
289,692,299,4,10.57,42.28
290,2253,397,1,97.03,97.03
291,1753,394,5,148.49,742.45
292,529,173,5,112.69,563.45
293,733,353,3,139.69,419.07
294,50,95,3,76.13,228.39
295,796,42,1,90.48,90.48
296,2256,414,3,32.14,96.42
297,1128,181,5,57.96,289.8
298,1228,164,2,143.24,286.48
299,1471,293,2,77.37,154.74
300,1801,124,4,133.17,532.68
301,934,328,4,53.11,212.44
302,635,81,3,40.13,120.39
303,1727,483,2,75.61,151.22
304,534,3,2,26.19,52.38
305,840,456,2,39.61,79.22
306,2015,352,2,21.21,42.42
307,1836,339,5,187.08,935.4
308,1895,184,3,50.91,152.73
309,1602,77,4,57.74,230.96
310,1107,441,1,97.86,97.86
311,88,167,2,67.26,134.52
312,2158,225,1,97.45,97.45
313,1190,79,2,75.58,151.16
314,1946,19,5,34.49,172.45
315,2197,89,5,127.84,639.2
316,2132,73,5,496.56,2482.8
317,432,11,1,53.63,53.63
318,1672,162,1,51.77,51.77
319,1551,343,3,45.18,135.54
320,906,84,5,6.04,30.2
321,2223,372,3,203.87,611.61
322,1139,283,5,26.19,130.95
323,1609,102,3,93.77,281.31
324,373,57,2,47.99,95.98
325,2061,358,3,68.55,205.65
326,139,478,1,94.13,94.13
327,2297,274,1,78.08,78.08
328,351,116,1,1031.32,1031.32
329,434,97,2,1307.31,2614.62
330,1000,206,4,45.8,183.2
331,165,370,4,460.14,1840.56
332,2330,109,2,62.66,125.32
333,1547,232,2,43.21,86.42
334,2316,52,2,1713.47,3426.94
335,667,36,5,20.31,101.55
336,960,374,5,44.65,223.25
337,1946,437,3,11.99,35.97
338,2406,497,4,25.76,103.04
339,1382,196,3,36.96,110.88
340,78,132,2,41.64,83.28
341,2375,12,2,45.14,90.28
342,2170,189,3,30.28,90.84
343,1179,41,4,480.19,1920.76
344,2381,452,4,14.12,56.48
345,369,310,5,38.48,192.4
346,1128,363,4,30.19,120.76
347,430,385,1,13.45,13.45
348,952,111,5,38.7,193.5
349,1961,493,5,54.7,273.5
350,270,141,5,25.01,125.05
351,1181,322,2,134.71,269.42
352,1711,441,2,97.86,195.72
353,1446,356,2,378.69,757.38
354,224,232,4,43.21,172.84
355,1095,391,5,169.39,846.95
356,662,16,5,21.47,107.35
357,71,430,4,143.84,575.36
358,1092,36,1,20.31,20.31
359,2451,229,3,51.78,155.34
360,569,91,5,81.18,405.9
361,900,133,3,22.04,66.12
362,2249,154,1,17.9,17.9
363,177,138,4,68.43,273.72
364,1791,1,5,31.96,159.8
365,634,92,1,222.12,222.12
366,2450,263,4,1800.59,7202.36
367,2202,207,1,76.84,76.84
368,1462,462,2,290.55,581.1
369,260,382,3,139.89,419.67
370,2302,361,5,67.61,338.05
371,143,40,3,30.42,91.26
372,1700,19,4,34.49,137.96
373,36,463,3,25.47,76.41
374,1232,394,4,148.49,593.96
375,1967,181,5,57.96,289.8
376,320,274,5,78.08,390.4
377,931,43,5,87.93,439.65
378,1554,129,3,7.25,21.75
379,723,470,4,18.69,74.76
380,928,439,1,1837.39,1837.39
381,899,175,3,1956.92,5870.76
382,59,292,5,425.2,2126.0
383,2253,382,4,139.89,559.56
384,1841,201,4,20.18,80.72
385,1127,27,5,46.75,233.75
386,1779,92,3,222.12,666.36
387,1510,364,5,157.44,787.2
388,1508,76,4,9.2,36.8
389,1625,15,2,34.26,68.52
390,1941,197,5,135.87,679.35
391,2273,81,2,40.13,80.26
392,1365,286,1,21.3,21.3
393,173,346,5,78.72,393.6
394,2216,441,4,97.86,391.44
395,1231,173,2,112.69,225.38
396,36,424,2,924.51,1849.02
397,284,70,4,194.01,776.04
398,2311,332,1,20.41,20.41
399,1332,185,1,68.1,68.1
400,1559,286,5,21.3,106.5
401,764,275,1,44.37,44.37
402,2438,103,5,168.49,842.45
403,557,413,2,68.02,136.04
404,2334,147,4,289.77,1159.08
405,836,171,1,127.13,127.13
406,2082,411,4,40.37,161.48
407,1178,389,4,71.8,287.2
408,1175,160,2,63.03,126.06
409,1761,36,1,20.31,20.31
410,133,183,1,20.45,20.45
411,939,181,4,57.96,231.84
412,2277,470,3,18.69,56.07
413,1160,57,3,47.99,143.97
414,256,229,3,51.78,155.34
415,1032,42,4,90.48,361.92
416,103,320,5,82.53,412.65
417,1290,481,4,49.26,197.04
418,2029,491,3,65.83,197.49
419,1730,139,3,38.32,114.96
420,272,168,4,68.11,272.44
421,1313,222,5,1222.06,6110.3
422,1782,277,4,1676.49,6705.96
423,496,369,3,61.27,183.81
424,81,159,3,15.19,45.57
425,1011,33,3,36.04,108.12
426,1356,179,4,224.59,898.36
427,54,99,3,42.94,128.82
428,2327,102,1,93.77,93.77
429,575,272,2,120.4,240.8
430,2071,498,3,224.97,674.91
431,1670,82,4,48.26,193.04
432,600,142,4,97.11,388.44
433,2014,30,3,72.53,217.59
434,2053,326,1,80.44,80.44
435,1768,240,1,77.63,77.63
436,2191,227,1,1612.51,1612.51
437,2373,21,4,42.95,171.8
438,1674,256,5,175.24,876.2
439,2491,111,4,38.7,154.8
440,739,255,3,96.7,290.1
441,299,407,5,262.44,1312.2
442,967,200,4,50.56,202.24
443,698,240,5,77.63,388.15
444,1117,171,2,127.13,254.26
445,863,455,3,40.5,121.5
446,148,205,1,19.42,19.42
447,2073,439,3,1837.39,5512.17
448,1281,82,1,48.26,48.26
449,134,34,4,37.2,148.8
450,723,368,4,234.47,937.88
451,1451,185,3,68.1,204.3
452,1972,55,3,88.59,265.77
453,330,457,3,10.57,31.71
454,2056,188,1,58.13,58.13
455,246,435,2,12.96,25.92
456,1665,366,2,437.87,875.74
457,2442,443,3,17.52,52.56
458,1873,450,3,33.27,99.81
459,595,389,3,71.8,215.4
460,1348,65,1,70.4,70.4
461,913,230,5,12.95,64.75
462,1542,232,5,43.21,216.05
463,2448,236,5,1207.15,6035.75
464,818,161,4,183.22,732.88
465,1038,135,3,28.66,85.98
466,1381,65,1,70.4,70.4
467,120,235,2,32.53,65.06
468,237,397,2,97.03,194.06
469,136,193,2,56.68,113.36
470,1746,37,5,168.04,840.2
471,168,267,4,109.12,436.48
472,2208,340,5,41.26,206.3
473,1118,95,4,76.13,304.52
474,598,386,1,152.82,152.82
475,844,282,5,367.58,1837.9
476,578,73,2,496.56,993.12
477,1016,181,3,57.96,173.88
478,1591,135,4,28.66,114.64
479,883,321,1,35.69,35.69
480,2165,441,1,97.86,97.86
481,1704,486,4,55.39,221.56
482,2438,209,1,70.93,70.93
483,1427,467,2,100.75,201.5
484,1323,1,4,31.96,127.84
485,1431,97,2,1307.31,2614.62
486,1642,78,1,1094.06,1094.06
487,628,194,5,37.99,189.95
488,2387,441,3,97.86,293.58
489,9,10,3,35.19,105.57
490,52,470,2,18.69,37.38
491,340,89,2,127.84,255.68
492,1718,336,5,12.98,64.9
493,337,42,4,90.48,361.92
494,601,459,1,53.3,53.3
495,503,470,2,18.69,37.38
496,331,146,1,50.37,50.37
497,1186,235,3,32.53,97.59
498,2214,11,1,53.63,53.63
499,926,138,5,68.43,342.15
500,1154,447,5,18.24,91.2
501,1397,313,5,171.44,857.2
502,1517,257,2,13.06,26.12
503,144,1,1,31.96,31.96
504,2036,61,5,21.85,109.25
505,2240,196,3,36.96,110.88
506,951,486,1,55.39,55.39
507,2083,426,2,34.78,69.56
508,1266,459,3,53.3,159.9
509,607,487,5,138.3,691.5
510,256,134,1,15.54,15.54
511,1407,475,5,218.49,1092.45
512,2466,244,4,26.32,105.28
513,1552,79,1,75.58,75.58
514,502,361,5,67.61,338.05
515,1515,433,4,10.07,40.28
516,2000,18,5,178.99,894.95
517,1199,405,4,1223.24,4892.96
518,2379,351,5,47.82,239.1
519,565,295,4,39.05,156.2
520,1195,360,2,41.94,83.88
521,155,118,3,396.15,1188.45
522,1927,444,3,276.46,829.38
523,1197,428,2,238.02,476.04
524,869,230,5,12.95,64.75
525,662,3,3,26.19,78.57
526,1185,214,1,18.5,18.5
527,573,40,2,30.42,60.84
528,1524,412,3,32.98,98.94
529,1544,19,4,34.49,137.96
530,1506,424,5,924.51,4622.55
531,1185,497,3,25.76,77.28
532,303,99,5,42.94,214.7
533,743,83,1,40.42,40.42
534,2432,394,3,148.49,445.47
535,1533,435,3,12.96,38.88
536,859,57,1,47.99,47.99
537,501,104,4,50.61,202.44
538,26,135,2,28.66,57.32
539,836,128,3,38.41,115.23
540,2033,19,4,34.49,137.96
541,1004,64,4,37.18,148.72
542,2130,54,3,177.79,533.37
543,1351,229,5,51.78,258.9
544,1059,422,1,57.25,57.25
545,865,497,5,25.76,128.8
546,493,273,3,1558.15,4674.45
547,199,101,4,35.5,142.0
548,1307,279,2,16.56,33.12
549,1257,233,5,1143.94,5719.7
550,1074,387,3,43.03,129.09
551,497,187,1,131.18,131.18
552,706,125,3,812.5,2437.5
553,2034,438,5,7.95,39.75
554,22,178,5,386.24,1931.2
555,958,144,1,115.12,115.12
556,2286,257,2,13.06,26.12
557,1259,198,4,104.9,419.6
558,1340,4,1,145.93,145.93
559,1931,64,2,37.18,74.36
560,2144,469,5,27.64,138.2
561,2293,183,3,20.45,61.35
562,1129,424,3,924.51,2773.53
563,1728,66,2,104.91,209.82
564,604,300,1,873.93,873.93
565,1374,493,2,54.7,109.4
566,1044,127,1,111.79,111.79
567,1154,104,3,50.61,151.83
568,340,358,5,68.55,342.75
569,516,486,5,55.39,276.95
570,2424,224,2,50.63,101.26
571,979,80,3,33.99,101.97
572,2077,38,5,32.14,160.7
573,1000,461,3,37.37,112.11
574,2313,302,5,84.18,420.9
575,2472,297,1,15.73,15.73
576,2453,139,4,38.32,153.28
577,947,497,2,25.76,51.52
578,2036,97,3,1307.31,3921.93
579,1213,304,2,951.76,1903.52
580,424,2,1,1385.15,1385.15
581,876,6,2,29.06,58.12
582,868,449,1,36.96,36.96
583,2313,271,5,148.66,743.3
584,1011,275,4,44.37,177.48
585,2100,362,4,60.33,241.32
586,1754,380,4,41.63,166.52
587,1832,295,3,39.05,117.15
588,672,174,5,80.98,404.9
589,1045,329,4,43.29,173.16
590,375,222,4,1222.06,4888.24
591,1353,360,3,41.94,125.82
592,2155,465,5,151.9,759.5
593,1869,133,3,22.04,66.12
594,826,168,1,68.11,68.11
595,1041,448,3,21.73,65.19
596,1947,299,1,10.57,10.57
597,2356,90,5,126.6,633.0
598,752,65,4,70.4,281.6
599,1046,209,3,70.93,212.79
600,1417,288,5,656.63,3283.15
601,1719,335,2,45.97,91.94
602,790,113,2,48.15,96.3
603,506,118,1,396.15,396.15
604,890,338,5,173.05,865.25
605,2106,340,5,41.26,206.3
606,2075,288,2,656.63,1313.26
607,458,335,5,45.97,229.85
608,1071,484,3,6.41,19.23
609,1470,356,5,378.69,1893.45
610,1279,131,4,16.19,64.76
611,1186,479,5,142.79,713.95
612,65,90,3,126.6,379.8
613,101,263,1,1800.59,1800.59
614,2193,409,5,62.83,314.15
615,1418,428,4,238.02,952.08
616,2289,366,2,437.87,875.74
617,716,200,2,50.56,101.12
618,485,74,2,293.77,587.54
619,1777,445,2,169.1,338.2
620,1266,80,4,33.99,135.96
621,2097,291,1,62.85,62.85
622,137,195,3,172.13,516.39
623,1717,9,5,437.61,2188.05
624,1515,338,4,173.05,692.2
625,2468,346,5,78.72,393.6
626,788,235,3,32.53,97.59
627,1887,485,2,22.1,44.2
628,821,260,4,50.36,201.44
629,243,189,4,30.28,121.12
630,2088,215,4,14.02,56.08
631,1255,158,3,191.11,573.33
632,1144,439,5,1837.39,9186.95
633,667,66,2,104.91,209.82
634,1291,157,1,212.65,212.65
635,1879,36,4,20.31,81.24
636,1619,437,2,11.99,23.98
637,2056,451,1,37.84,37.84
638,401,313,4,171.44,685.76
639,2465,462,4,290.55,1162.2
640,244,129,2,7.25,14.5
641,1077,387,5,43.03,215.15
642,289,377,2,57.24,114.48
643,853,467,1,100.75,100.75
644,1682,129,3,7.25,21.75
645,804,195,1,172.13,172.13
646,2353,444,5,276.46,1382.3
647,1206,451,1,37.84,37.84
648,1164,220,4,21.07,84.28
649,349,113,5,48.15,240.75
650,1724,262,5,55.35,276.75
651,1435,468,2,429.47,858.94
652,1020,299,3,10.57,31.71
653,232,422,2,57.25,114.5
654,524,41,4,480.19,1920.76
655,1002,226,3,173.76,521.28
656,2115,148,3,1809.97,5429.91
657,2243,171,5,127.13,635.65
658,639,361,3,67.61,202.83
659,1484,8,4,48.86,195.44
660,1811,10,5,35.19,175.95
661,1737,299,5,10.57,52.85
662,1746,443,5,17.52,87.6
663,1709,47,1,87.81,87.81
664,78,13,4,150.13,600.52
665,2059,216,2,316.91,633.82
666,2213,279,2,16.56,33.12
667,1053,154,2,17.9,35.8
668,703,324,4,74.42,297.68
669,1882,6,2,29.06,58.12
670,1717,486,2,55.39,110.78
671,1246,335,4,45.97,183.88
672,1708,212,1,43.24,43.24
673,783,268,4,441.06,1764.24
674,288,471,5,67.11,335.55
675,953,449,5,36.96,184.8
676,2400,196,5,36.96,184.8
677,1384,149,1,33.61,33.61
678,408,123,2,27.4,54.8
679,798,61,2,21.85,43.7
680,1154,78,2,1094.06,2188.12
681,1472,354,4,1200.13,4800.52
682,1147,92,5,222.12,1110.6
683,1396,243,1,56.14,56.14
684,67,73,1,496.56,496.56
685,1854,241,4,101.95,407.8
686,74,355,3,42.69,128.07
687,1769,392,3,35.62,106.86
688,1256,160,5,63.03,315.15
689,739,345,4,35.23,140.92
690,370,405,1,1223.24,1223.24
691,1267,461,5,37.37,186.85
692,1661,101,3,35.5,106.5
693,405,214,4,18.5,74.0
694,1744,321,4,35.69,142.76
695,455,412,5,32.98,164.9
696,914,163,3,463.6,1390.8
697,2087,302,3,84.18,252.54
698,1179,203,1,1902.34,1902.34
699,915,362,4,60.33,241.32
700,853,333,4,240.47,961.88
701,1020,470,4,18.69,74.76
702,1234,251,3,159.92,479.76
703,1689,396,3,34.2,102.6
704,716,442,2,19.09,38.18
705,1363,272,5,120.4,602.0
706,1815,415,5,46.59,232.95
707,2036,273,1,1558.15,1558.15
708,2393,369,5,61.27,306.35
709,957,392,5,35.62,178.1
710,1908,193,5,56.68,283.4
711,1554,486,1,55.39,55.39
712,616,236,4,1207.15,4828.6
713,349,168,2,68.11,136.22
714,1451,84,4,6.04,24.16
715,1157,475,5,218.49,1092.45
716,2418,152,1,70.59,70.59
717,1066,381,3,19.94,59.82
718,339,142,5,97.11,485.55
719,875,216,1,316.91,316.91
720,1706,136,3,68.76,206.28
721,1831,157,4,212.65,850.6
722,233,491,5,65.83,329.15
723,138,361,1,67.61,67.61
724,1859,141,5,25.01,125.05
725,1071,110,5,50.85,254.25
726,221,221,3,56.85,170.55
727,1519,489,3,88.05,264.15
728,219,388,5,15.05,75.25
729,1143,44,5,1624.58,8122.9
730,1087,242,4,899.18,3596.72
731,2301,103,2,168.49,336.98
732,2208,233,4,1143.94,4575.76
733,862,195,5,172.13,860.65
734,1363,373,2,24.06,48.12
735,113,249,5,17.6,88.0
736,197,102,3,93.77,281.31
737,1837,270,5,17.08,85.4
738,2390,300,5,873.93,4369.65
739,1560,54,4,177.79,711.16
740,376,256,4,175.24,700.96
741,275,262,2,55.35,110.7
742,930,488,5,47.8,239.0
743,1314,467,1,100.75,100.75
744,1215,32,2,36.44,72.88
745,1982,456,1,39.61,39.61
746,435,265,4,192.35,769.4
747,2283,490,4,46.96,187.84
748,625,296,1,19.61,19.61
749,439,167,2,67.26,134.52
750,875,369,2,61.27,122.54
751,1377,168,5,68.11,340.55
752,462,330,4,44.43,177.72
753,1206,336,1,12.98,12.98
754,1102,140,2,22.98,45.96
755,2227,217,1,102.71,102.71
756,422,124,5,133.17,665.85
757,755,476,1,1824.95,1824.95
758,1672,268,3,441.06,1323.18
759,248,223,1,35.37,35.37
760,1266,281,5,12.06,60.3
761,73,446,5,361.96,1809.8
762,450,21,1,42.95,42.95
763,1001,123,2,27.4,54.8
764,1784,385,5,13.45,67.25
765,131,361,5,67.61,338.05
766,879,98,5,13.19,65.95
767,1260,39,4,28.02,112.08
768,1231,498,1,224.97,224.97
769,1693,221,5,56.85,284.25
770,1595,212,2,43.24,86.48
771,137,179,1,224.59,224.59
772,890,128,4,38.41,153.64
773,2233,72,1,6.47,6.47
774,359,425,4,50.74,202.96
775,794,113,4,48.15,192.6
776,593,88,5,24.07,120.35
777,2281,176,1,94.41,94.41
778,1166,395,1,48.37,48.37
779,403,446,1,361.96,361.96
780,1043,239,4,28.15,112.6
781,1801,401,5,498.85,2494.25
782,1168,147,2,289.77,579.54
783,622,444,2,276.46,552.92
784,2435,450,4,33.27,133.08
785,1851,40,2,30.42,60.84
786,613,102,5,93.77,468.85
787,2161,15,5,34.26,171.3
788,591,197,2,135.87,271.74
789,1046,20,4,248.39,993.56
790,25,130,5,41.39,206.95
791,528,326,5,80.44,402.2
792,2352,465,2,151.9,303.8
793,1596,142,2,97.11,194.22
794,1764,155,3,24.69,74.07
795,1156,352,5,21.21,106.05
796,315,44,4,1624.58,6498.32
797,61,452,3,14.12,42.36
798,46,491,5,65.83,329.15
799,2483,121,4,16.58,66.32
800,1645,222,1,1222.06,1222.06
801,1732,56,2,60.9,121.8
802,593,117,3,70.83,212.49
803,228,67,1,47.52,47.52
804,1435,286,4,21.3,85.2
805,1041,98,4,13.19,52.76
806,444,496,3,7.91,23.73
807,2491,432,4,28.57,114.28
808,1934,81,5,40.13,200.65
809,1653,31,5,17.37,86.85
810,2152,27,4,46.75,187.0
811,2282,89,5,127.84,639.2
812,988,271,2,148.66,297.32
813,1766,352,2,21.21,42.42
814,451,241,3,101.95,305.85
815,2100,64,3,37.18,111.54
816,899,16,4,21.47,85.88
817,2300,85,1,478.53,478.53
818,2111,152,4,70.59,282.36
819,178,444,4,276.46,1105.84
820,1484,95,2,76.13,152.26
821,2255,104,1,50.61,50.61
822,1619,355,2,42.69,85.38
823,2424,413,2,68.02,136.04
824,863,327,1,126.09,126.09
825,1348,394,3,148.49,445.47
826,2211,377,3,57.24,171.72
827,1813,29,3,12.23,36.69
828,352,424,1,924.51,924.51
829,499,248,3,235.92,707.76
830,1916,100,4,128.64,514.56
831,2344,371,1,129.51,129.51
